policy,scheme,k,circuit_key,algorithm,size,circuit_kind,circuit_median_tvd,circuit_mean_tvd,circuit_max_tvd,circuit_median_ssr,circuit_mean_ssr,circuit_median_parallel_ssr,circuit_mean_parallel_ssr,subset_rows,subsets
local_only_offline_aggregate,confidence,3,dj_8_circuit,dj,8,circuit,0.01049839384459142,0.010651995778750693,0.013488266033650543,0.8491666666666666,0.8484999999999999,0.8175,0.8195,10,10
local_only_offline_aggregate,confidence,3,dj_9_circuit,dj,9,circuit,0.014025174119765775,0.014182966188534252,0.015977199627731108,0.8441666666666666,0.8470000000000001,0.8125,0.817,10,10
local_only_offline_aggregate,confidence,3,qaoa_10_circuit,qaoa,10,circuit,0.01627762166294519,0.016389431590267456,0.018500075069939302,0.17583333333333334,0.1755,0.09250000000000003,0.10625,10,10
local_only_offline_aggregate,confidence,3,qaoa_11_circuit,qaoa,11,circuit,0.01634620949407554,0.01649631107531429,0.018200316930142683,0.13708333333333333,0.142,0.0675,0.07925000000000001,10,10
local_only_offline_aggregate,confidence,3,qaoa_12_circuit,qaoa,12,circuit,0.01302942752049227,0.013258047738364555,0.017955968819542995,0.06375000000000003,0.0695,0.0,0.0032499999999999972,10,10
local_only_offline_aggregate,confidence,3,qaoa_13_circuit,qaoa,13,circuit,0.006007570000715449,0.003676513108382156,0.006265846826173738,0.013333333333333308,0.007999999999999985,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qaoa_14_circuit,qaoa,14,circuit,0.011508457417284812,0.011575307634026602,0.016986249447722264,0.04583333333333328,0.049,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qaoa_15_circuit,qaoa,15,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qaoa_4_circuit,qaoa,4,circuit,0.011812172360734507,0.011510186514503418,0.015635309902210362,0.8674999999999999,0.8685,0.8325,0.8445,10,10
local_only_offline_aggregate,confidence,3,qaoa_5_circuit,qaoa,5,circuit,0.01348147567900359,0.012865119899959457,0.01583942124547311,0.7629166666666667,0.764,0.735,0.74025,10,10
local_only_offline_aggregate,confidence,3,qaoa_6_circuit,qaoa,6,circuit,0.015282892187442379,0.014933944129739116,0.017801081816599524,0.6966666666666667,0.697,0.6725,0.67925,10,10
local_only_offline_aggregate,confidence,3,qaoa_7_circuit,qaoa,7,circuit,0.015780129902548602,0.016189538373317065,0.017805980102411422,0.55125,0.55,0.525,0.53125,10,10
local_only_offline_aggregate,confidence,3,qaoa_8_circuit,qaoa,8,circuit,0.017332398228336328,0.017434916124236473,0.019586371726842182,0.5125,0.512,0.45999999999999996,0.46399999999999997,10,10
local_only_offline_aggregate,confidence,3,qaoa_9_circuit,qaoa,9,circuit,0.01830162160503599,0.01823886918738494,0.020002115262758236,0.36208333333333337,0.3635,0.27,0.3,10,10
local_only_offline_aggregate,confidence,3,qft_10_circuit,qft,10,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qft_11_circuit,qft,11,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qft_12_circuit,qft,12,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qft_13_circuit,qft,13,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qft_14_circuit,qft,14,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qft_15_circuit,qft,15,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qft_4_circuit,qft,4,circuit,0.015549684664225467,0.015531333441063461,0.01799724080648558,0.7866666666666666,0.7875,0.77,0.77625,10,10
local_only_offline_aggregate,confidence,3,qft_5_circuit,qft,5,circuit,0.01313465459206979,0.013393592322720449,0.01481430009476932,0.6958333333333333,0.6955,0.6825,0.68475,10,10
local_only_offline_aggregate,confidence,3,qft_6_circuit,qft,6,circuit,0.01610229596306246,0.01596126366303769,0.01822731226060435,0.5804166666666666,0.582,0.54,0.5522500000000001,10,10
local_only_offline_aggregate,confidence,3,qft_7_circuit,qft,7,circuit,0.015546043203549405,0.015429307239942177,0.016730535429476282,0.42875,0.43150000000000005,0.40249999999999997,0.41550000000000004,10,10
local_only_offline_aggregate,confidence,3,qft_8_circuit,qft,8,circuit,0.010874530489757488,0.010856019661327009,0.011391936874000324,0.14791666666666664,0.1475,0.12749999999999995,0.13349999999999998,10,10
local_only_offline_aggregate,confidence,3,qft_9_circuit,qft,9,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qnn_10_circuit,qnn,10,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qnn_11_circuit,qnn,11,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qnn_12_circuit,qnn,12,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qnn_13_circuit,qnn,13,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qnn_14_circuit,qnn,14,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qnn_15_circuit,qnn,15,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,qnn_4_circuit,qnn,4,circuit,0.013567119319034713,0.013092786624290632,0.014263234547994436,0.8154166666666667,0.8135,0.785,0.789,10,10
local_only_offline_aggregate,confidence,3,qnn_5_circuit,qnn,5,circuit,0.014893051419159477,0.014921699388723975,0.019615048473720306,0.7233333333333333,0.7235,0.7025,0.7060000000000001,10,10
local_only_offline_aggregate,confidence,3,qnn_6_circuit,qnn,6,circuit,0.013604135281558839,0.014008750070981712,0.01633487580164667,0.6266666666666667,0.627,0.595,0.6047499999999999,10,10
local_only_offline_aggregate,confidence,3,qnn_7_circuit,qnn,7,circuit,0.014378681672993271,0.014226550694838016,0.014675302125733487,0.43041666666666667,0.4325,0.395,0.40875000000000006,10,10
local_only_offline_aggregate,confidence,3,qnn_8_circuit,qnn,8,circuit,0.014628600923839507,0.014636977310521873,0.0153097357520873,0.2675,0.27,0.22499999999999998,0.24149999999999996,10,10
local_only_offline_aggregate,confidence,3,qnn_9_circuit,qnn,9,circuit,0.004875101257613233,0.004573513930305905,0.0062692525648083905,0.02083333333333337,0.019999999999999997,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,random_10_circuit,random,10,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,random_11_circuit,random,11,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,random_12_circuit,random,12,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,random_13_circuit,random,13,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,random_14_circuit,random,14,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,random_15_circuit,random,15,circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,random_4_circuit,random,4,circuit,0.008927082976135342,0.009344326280865747,0.012490287663827433,0.8275,0.8320000000000001,0.78,0.8030000000000002,10,10
local_only_offline_aggregate,confidence,3,random_5_circuit,random,5,circuit,0.011047984351184691,0.011563200418516367,0.01471130041178771,0.7770833333333333,0.778,0.7324999999999999,0.74625,10,10
local_only_offline_aggregate,confidence,3,random_6_circuit,random,6,circuit,0.014676427081445589,0.014797079569889298,0.016162381439523157,0.6220833333333333,0.6224999999999999,0.5974999999999999,0.60425,10,10
local_only_offline_aggregate,confidence,3,random_7_circuit,random,7,circuit,0.014471278421916624,0.014526151990346958,0.015837597849122358,0.4766666666666666,0.47350000000000003,0.43000000000000005,0.43850000000000006,10,10
local_only_offline_aggregate,confidence,3,random_8_circuit,random,8,circuit,0.013852890781643283,0.013546307081099575,0.01546306154229632,0.2516666666666667,0.25250000000000006,0.15500000000000003,0.17100000000000004,10,10
local_only_offline_aggregate,confidence,3,random_9_circuit,random,9,circuit,0.006333356539417025,0.006154571811907203,0.008651348662171961,0.03416666666666668,0.03500000000000001,0.0,0.0,10,10
local_only_offline_aggregate,confidence,3,vqe_10_circuit,vqe,10,circuit,0.020520056919752602,0.02035401142602053,0.02273580257957568,0.7945833333333334,0.7929999999999999,0.735,0.7515,10,10
local_only_offline_aggregate,confidence,3,vqe_11_circuit,vqe,11,circuit,0.02102460689391605,0.02112421896222297,0.024486642815958228,0.7808333333333333,0.783,0.7275,0.7384999999999999,10,10
local_only_offline_aggregate,confidence,3,vqe_12_circuit,vqe,12,circuit,0.019623137337630096,0.02068139645287436,0.02364838705230343,0.7558333333333334,0.757,0.7050000000000001,0.7120000000000001,10,10
local_only_offline_aggregate,confidence,3,vqe_13_circuit,vqe,13,circuit,0.022682337706686873,0.022918679274803486,0.02560048622475771,0.66625,0.6645,0.6,0.60325,10,10
